id_cliente;nome_cliente;estado;cidade;regiao;segmento;data_entrada;plano;valor;status;idade;genero;renda_estimada;vendedor;data_cancelamento
188;Cliente_188;GO;Aparecida de Goiânia;Sul;Residencial;23/06/2024;Móvel Pós;89.9;Ativo;43;Feminino;17674;Vendedor_24;
189;Cliente_189;CE;Juazeiro do Norte;Centro-Oeste;Residencial;06/11/2024;Fibra 1GB;159.9;Ativo;62;Masculino;1659;Vendedor_42;
190;Cliente_190;RS;Pelotas;Nordeste;Empresarial;30/08/2023;Fibra 600MB;119.9;Cancelado;42;Feminino;10871;Vendedor_28;
191;Cliente_191;BA;Feira de Santana;Norte;Residencial;16/01/2024;Fibra 1GB;159.9;Ativo;73;Feminino;18278;Vendedor_24;
192;Cliente_192;RS;Porto Alegre;Sul;Residencial;28/07/2024;TV + Fibra;199.9;Ativo;29;Outro;19790;Vendedor_13;
193;Cliente_193;PR;Curitiba;Norte;Empresarial;29/03/2022;Fibra 600MB;119.9;Ativo;35;Feminino;11471;Vendedor_38;
194;Cliente_194;SP;Santos;Sul;Residencial;17/07/2023;Fibra 600MB;119.9;Ativo;71;Masculino;9461;Vendedor_10;
195;Cliente_195;CE;Sobral;Nordeste;Residencial;18/03/2023;Móvel Pós;89.9;Cancelado;43;Masculino;10015;Vendedor_26;05/10/2024
196;Cliente_196;PR;Curitiba;Norte;Residencial;28/10/2024;Fibra 600MB;119.9;Ativo;32;Masculino;11374;Vendedor_2;
197;Cliente_197;PE;Recife;Sudeste;Residencial;13/07/2023;Móvel Controle;49.9;Ativo;22;Feminino;5880;Vendedor_33;
198;Cliente_198;BA;Feira de Santana;Nordeste;Residencial;23/01/2024;Fibra 1GB;159.9;Ativo;73;Feminino;3345;Vendedor_28;
199;Cliente_199;RJ;Rio de Janeiro;Norte;Empresarial;19/06/2024;Fibra 600MB;119.9;Cancelado;50;Feminino;16074;Vendedor_27;
200;Cliente_200;CE;Sobral;Sul;Residencial;26/04/2023;Móvel Pós;89.9;Ativo;58;Masculino;4132;Vendedor_6;
201;Cliente_201;CE;Fortaleza;Sul;Empresarial;04/12/2023;Móvel Pós;89.9;Ativo;26;Masculino;14469;Vendedor_17;
202;Cliente_202;SP;Santos;Nordeste;Residencial;31/07/2024;Móvel Pós;89.9;Ativo;49;Masculino;9411;Vendedor_33;
203;Cliente_203;DF;Brasília;Nordeste;Residencial;03/03/2024;Fibra 300MB;89.9;Ativo;30;Feminino;15010;Vendedor_15;
204;Cliente_204;CE;Sobral;Sul;Residencial;06/05/2022;Fibra 1GB;159.9;Cancelado;60;Masculino;7117;Vendedor_46;10/04/2024
205;Cliente_205;MG;Uberlândia;Norte;Residencial;21/11/2023;Móvel Pós;89.9;Ativo;45;Masculino;8328;Vendedor_3;
206;Cliente_206;BA;Feira de Santana;Sudeste;Residencial;22/04/2023;Móvel Controle;49.9;Ativo;40;Feminino;17270;Vendedor_10;
207;Cliente_207;BA;Feira de Santana;Centro-Oeste;Empresarial;16/11/2023;Móvel Pós;89.9;Ativo;41;Masculino;11531;Vendedor_29;
208;Cliente_208;MG;Uberlândia;Nordeste;Empresarial;07/01/2023;Fibra 300MB;89.9;Ativo;58;Masculino;3888;Vendedor_7;
209;Cliente_209;GO;Goiânia;Sul;Residencial;26/06/2023;Fibra 1GB;159.9;Cancelado;48;Masculino;12896;Vendedor_50;21/10/2024
210;Cliente_210;MG;Uberlândia;Norte;Residencial;14/07/2023;Fibra 600MB;119.9;Ativo;22;Feminino;4387;Vendedor_36;
211;Cliente_211;MG;Belo Horizonte;Nordeste;Residencial;28/06/2022;Fibra 1GB;159.9;Ativo;63;Feminino;18472;Vendedor_44;
212;Cliente_212;BA;Feira de Santana;Norte;Empresarial;21/07/2023;Fibra 600MB;119.9;Cancelado;65;Masculino;18826;Vendedor_22;
213;Cliente_213;RS;Caxias do Sul;Nordeste;Residencial;18/01/2024;Fibra 600MB;119.9;Ativo;19;Masculino;11259;Vendedor_31;
214;Cliente_214;BA;Vitória da Conquista;Sul;Empresarial;08/08/2024;Móvel Pós;89.9;Ativo;64;Feminino;3212;Vendedor_39;
215;Cliente_215;DF;Brasília;Norte;Residencial;29/10/2022;TV + Fibra;199.9;Ativo;47;Feminino;17296;Vendedor_14;
216;Cliente_216;SP;São Paulo;Sul;Empresarial;09/08/2023;Móvel Controle;49.9;Ativo;66;Masculino;18290;Vendedor_2;
217;Cliente_217;PR;Maringá;Norte;Residencial;26/02/2022;Móvel Controle;49.9;Ativo;22;Feminino;10106;Vendedor_49;
218;Cliente_218;RS;Caxias do Sul;Nordeste;Residencial;20/10/2024;TV + Fibra;199.9;Ativo;73;Feminino;8075;Vendedor_6;
219;Cliente_219;RJ;Rio de Janeiro;Centro-Oeste;Empresarial;22/12/2023;Móvel Pós;89.9;Ativo;27;Feminino;9521;Vendedor_19;
220;Cliente_220;PR;Londrina;Centro-Oeste;Empresarial;14/02/2023;Fibra 300MB;89.9;Ativo;64;Feminino;5664;Vendedor_27;
221;Cliente_221;SP;Santos;Sudeste;Residencial;08/10/2023;Fibra 600MB;119.9;Ativo;69;Masculino;12908;Vendedor_6;
222;Cliente_222;DF;Brasília;Sudeste;Residencial;03/03/2022;TV + Fibra;199.9;Ativo;53;Feminino;5026;Vendedor_2;
223;Cliente_223;DF;Brasília;Sul;Residencial;05/09/2022;Móvel Controle;49.9;Cancelado;53;Masculino;8813;Vendedor_13;20/11/2022
224;Cliente_224;RJ;Rio de Janeiro;Norte;Residencial;12/05/2023;Fibra 1GB;159.9;Ativo;73;Feminino;11482;Vendedor_47;
225;Cliente_225;RS;Pelotas;Sudeste;Residencial;25/02/2022;Fibra 300MB;89.9;Ativo;24;Feminino;18077;Vendedor_10;
226;Cliente_226;GO;Anápolis;Nordeste;Residencial;04/04/2023;Móvel Pós;89.9;Ativo;46;Feminino;18682;Vendedor_40;
227;Cliente_227;MG;Uberlândia;Centro-Oeste;Governo;07/07/2024;Fibra 300MB;89.9;Ativo;49;Masculino;7927;Vendedor_5;
228;Cliente_228;RS;Caxias do Sul;Norte;Residencial;11/07/2023;Móvel Controle;49.9;Ativo;44;Feminino;19516;Vendedor_14;
229;Cliente_229;GO;Goiânia;Centro-Oeste;Residencial;21/08/2024;TV + Fibra;199.9;Ativo;18;Feminino;1527;Vendedor_31;
230;Cliente_230;DF;Brasília;Norte;Residencial;20/03/2023;Móvel Pós;89.9;Ativo;71;Masculino;12727;Vendedor_25;
231;Cliente_231;BA;Vitória da Conquista;Sudeste;Residencial;02/03/2024;Móvel Controle;49.9;Ativo;37;Masculino;5331;Vendedor_6;
232;Cliente_232;SP;Santos;Sudeste;Residencial;06/05/2023;Fibra 600MB;119.9;Cancelado;51;Masculino;3437;Vendedor_12;
233;Cliente_233;RJ;Niterói;Sul;Residencial;18/08/2023;Fibra 300MB;89.9;Ativo;68;Feminino;17514;Vendedor_3;
234;Cliente_234;SP;Santos;Norte;Residencial;12/02/2023;TV + Fibra;199.9;Ativo;53;Masculino;18868;Vendedor_47;
235;Cliente_235;PE;Recife;Nordeste;Governo;23/11/2022;Fibra 600MB;119.9;Ativo;43;Masculino;4320;Vendedor_50;
236;Cliente_236;PE;Olinda;Sudeste;Governo;30/07/2024;Fibra 1GB;159.9;Ativo;40;Masculino;18692;Vendedor_23;
237;Cliente_237;RS;Caxias do Sul;Sul;Residencial;06/08/2024;Fibra 600MB;119.9;Ativo;50;Feminino;12839;Vendedor_1;
238;Cliente_238;DF;Brasília;Sudeste;Residencial;18/01/2023;Fibra 300MB;89.9;Ativo;18;Feminino;19109;Vendedor_15;
239;Cliente_239;DF;Brasília;Centro-Oeste;Empresarial;10/10/2024;Fibra 1GB;159.9;Ativo;20;Masculino;19108;Vendedor_49;
240;Cliente_240;MG;Uberlândia;Sudeste;Residencial;13/12/2022;Móvel Controle;49.9;Ativo;67;Feminino;18256;Vendedor_40;
241;Cliente_241;MG;Belo Horizonte;Norte;Empresarial;29/09/2022;TV + Fibra;199.9;Ativo;52;Feminino;19086;Vendedor_13;
242;Cliente_242;MG;Uberlândia;Sul;Empresarial;31/01/2023;Fibra 1GB;159.9;Ativo;52;Masculino;15962;Vendedor_38;
243;Cliente_243;BA;Feira de Santana;Norte;Residencial;03/06/2022;Fibra 300MB;89.9;Ativo;30;Masculino;13931;Vendedor_14;
244;Cliente_244;PR;Londrina;Nordeste;Residencial;26/12/2024;Móvel Pós;89.9;Ativo;50;Feminino;9884;Vendedor_19;
245;Cliente_245;CE;Juazeiro do Norte;Nordeste;Empresarial;20/04/2024;Fibra 1GB;159.9;Ativo;30;Feminino;2765;Vendedor_9;
246;Cliente_246;PR;Maringá;Sudeste;Empresarial;14/12/2022;Móvel Controle;49.9;Ativo;39;Masculino;16916;Vendedor_28;
247;Cliente_247;SP;Campinas;Sul;Empresarial;22/12/2024;Fibra 1GB;159.9;Cancelado;73;Feminino;6172;Vendedor_33;
248;Cliente_248;PR;Curitiba;Sul;Residencial;22/12/2022;TV + Fibra;199.9;Ativo;22;Masculino;6028;Vendedor_33;
249;Cliente_249;BA;Feira de Santana;Sul;Empresarial;30/11/2024;Fibra 600MB;119.9;Ativo;34;Feminino;11786;Vendedor_45;
250;Cliente_250;SP;Campinas;Sul;Residencial;02/01/2023;Móvel Pós;89.9;Ativo;60;Feminino;18187;Vendedor_39;
251;Cliente_251;PR;Maringá;Sudeste;Residencial;11/10/2024;Fibra 300MB;89.9;Ativo;27;Feminino;3963;Vendedor_33;
252;Cliente_252;BA;Feira de Santana;Norte;Residencial;04/10/2022;Móvel Pós;89.9;Ativo;72;Masculino;4531;Vendedor_4;
253;Cliente_253;CE;Sobral;Sudeste;Governo;09/08/2022;Fibra 600MB;119.9;Ativo;44;Feminino;3330;Vendedor_18;
254;Cliente_254;PR;Curitiba;Norte;Empresarial;02/03/2022;Móvel Pós;89.9;Ativo;32;Feminino;17472;Vendedor_26;
255;Cliente_255;BA;Vitória da Conquista;Centro-Oeste;Empresarial;16/03/2022;Fibra 600MB;119.9;Ativo;62;Feminino;13436;Vendedor_25;
256;Cliente_256;MG;Uberlândia;Centro-Oeste;Residencial;18/04/2023;TV + Fibra;199.9;Ativo;59;Masculino;2054;Vendedor_35;
257;Cliente_257;DF;Brasília;Norte;Residencial;21/10/2024;Fibra 1GB;159.9;Ativo;26;Masculino;4103;Vendedor_39;
258;Cliente_258;MG;Belo Horizonte;Sudeste;Empresarial;20/02/2023;Fibra 300MB;89.9;Ativo;24;Outro;11847;Vendedor_18;
259;Cliente_259;DF;Brasília;Nordeste;Residencial;17/01/2022;Fibra 600MB;119.9;Ativo;74;Feminino;18270;Vendedor_33;
260;Cliente_260;RJ;Niterói;Sudeste;Empresarial;18/12/2024;Fibra 600MB;119.9;Ativo;27;Masculino;8496;Vendedor_18;
261;Cliente_261;RJ;Volta Redonda;Nordeste;Residencial;22/07/2022;Fibra 1GB;159.9;Ativo;58;Masculino;7189;Vendedor_29;
262;Cliente_262;RJ;Rio de Janeiro;Sudeste;Empresarial;17/04/2023;Fibra 600MB;119.9;Ativo;30;Masculino;10213;Vendedor_41;
263;Cliente_263;CE;Fortaleza;Sul;Empresarial;28/05/2024;Fibra 300MB;89.9;Ativo;33;Masculino;17836;Vendedor_8;
264;Cliente_264;MG;Juiz de Fora;Sul;Residencial;22/08/2024;Móvel Controle;49.9;Cancelado;51;Masculino;8837;Vendedor_49;
265;Cliente_265;DF;Brasília;Centro-Oeste;Residencial;28/03/2024;Móvel Pós;89.9;Ativo;25;Masculino;19965;Vendedor_2;
266;Cliente_266;BA;Vitória da Conquista;Centro-Oeste;Residencial;18/02/2023;TV + Fibra;199.9;Ativo;48;Feminino;10845;Vendedor_4;
267;Cliente_267;SP;São Paulo;Norte;Empresarial;16/05/2023;TV + Fibra;199.9;Ativo;72;Masculino;8356;Vendedor_15;
268;Cliente_268;BA;Salvador;Nordeste;Residencial;01/05/2022;Fibra 600MB;119.9;Ativo;45;Outro;14344;Vendedor_8;
269;Cliente_269;SP;Santos;Sul;Empresarial;30/08/2023;Móvel Pós;89.9;Ativo;24;Feminino;9696;Vendedor_30;
270;Cliente_270;PE;Olinda;Sudeste;Residencial;16/12/2022;TV + Fibra;199.9;Cancelado;51;Masculino;7669;Vendedor_47;03/02/2024
271;Cliente_271;BA;Salvador;Norte;Empresarial;30/03/2024;Móvel Pós;89.9;Ativo;50;Feminino;8143;Vendedor_39;
272;Cliente_272;PR;Maringá;Sudeste;Residencial;16/10/2023;TV + Fibra;199.9;Ativo;21;Feminino;8388;Vendedor_24;
273;Cliente_273;PR;Londrina;Sul;Residencial;23/02/2024;Móvel Controle;49.9;Cancelado;72;Masculino;19242;Vendedor_41;16/04/2024
274;Cliente_274;RS;Porto Alegre;Sul;Governo;12/05/2023;Fibra 600MB;119.9;Ativo;55;Feminino;3317;Vendedor_12;
275;Cliente_275;MG;Belo Horizonte;Sul;Residencial;27/01/2023;Fibra 300MB;89.9;Ativo;43;Masculino;18610;Vendedor_36;
276;Cliente_276;SP;Santos;Sul;Residencial;17/07/2024;Fibra 600MB;119.9;Ativo;19;Feminino;3120;Vendedor_14;
277;Cliente_277;SP;Campinas;Sudeste;Residencial;15/04/2023;Móvel Pós;89.9;Ativo;49;Feminino;17393;Vendedor_43;
278;Cliente_278;MG;Belo Horizonte;Norte;Residencial;16/12/2022;Fibra 1GB;159.9;Ativo;56;Masculino;7117;Vendedor_32;
279;Cliente_279;CE;Juazeiro do Norte;Sul;Residencial;14/02/2024;Móvel Controle;49.9;Cancelado;59;Masculino;13829;Vendedor_14;06/05/2024
280;Cliente_280;RS;Caxias do Sul;Centro-Oeste;Residencial;29/05/2022;Fibra 300MB;89.9;Ativo;58;Feminino;12922;Vendedor_28;
281;Cliente_281;CE;Fortaleza;Norte;Empresarial;13/09/2022;Fibra 300MB;89.9;Ativo;19;Masculino;15166;Vendedor_43;
282;Cliente_282;CE;Juazeiro do Norte;Centro-Oeste;Residencial;10/12/2022;Móvel Pós;89.9;Ativo;43;Masculino;9941;Vendedor_20;
283;Cliente_283;CE;Fortaleza;Sudeste;Residencial;08/11/2023;Fibra 300MB;89.9;Cancelado;64;Feminino;1830;Vendedor_13;28/01/2024
284;Cliente_284;MG;Uberlândia;Sul;Residencial;18/04/2022;Móvel Pós;89.9;Ativo;44;Feminino;3372;Vendedor_46;
285;Cliente_285;CE;Fortaleza;Norte;Empresarial;18/08/2023;Fibra 300MB;89.9;Ativo;32;Masculino;12977;Vendedor_45;
286;Cliente_286;PR;Maringá;Sul;Residencial;25/01/2022;Fibra 300MB;89.9;Cancelado;38;Feminino;6982;Vendedor_17;27/10/2023
287;Cliente_287;RJ;Rio de Janeiro;Sul;Governo;10/10/2022;TV + Fibra;199.9;Ativo;65;Masculino;7039;Vendedor_30;
288;Cliente_288;PE;Recife;Norte;Residencial;05/06/2024;TV + Fibra;199.9;Ativo;44;Feminino;1739;Vendedor_48;
289;Cliente_289;SP;São Paulo;Sul;Residencial;26/07/2024;Móvel Pós;89.9;Ativo;51;Feminino;7069;Vendedor_40;
290;Cliente_290;SP;Campinas;Sul;Residencial;12/09/2023;Móvel Controle;49.9;Ativo;66;Feminino;15699;Vendedor_17;
291;Cliente_291;PE;Petrolina;Nordeste;Residencial;26/08/2022;Fibra 300MB;89.9;Ativo;28;Feminino;10906;Vendedor_32;
292;Cliente_292;MG;Uberlândia;Nordeste;Empresarial;26/07/2024;Fibra 600MB;119.9;Ativo;40;Masculino;7328;Vendedor_44;
293;Cliente_293;BA;Feira de Santana;Norte;Residencial;12/11/2022;Fibra 1GB;159.9;Ativo;67;Feminino;6617;Vendedor_19;
294;Cliente_294;MG;Belo Horizonte;Norte;Residencial;19/04/2024;TV + Fibra;199.9;Ativo;39;Feminino;16533;Vendedor_9;
295;Cliente_295;SP;Campinas;Sul;Residencial;08/04/2023;Móvel Pós;89.9;Ativo;40;Feminino;11392;Vendedor_43;
296;Cliente_296;SP;São Paulo;Centro-Oeste;Residencial;15/08/2023;Fibra 300MB;89.9;Cancelado;18;Masculino;3565;Vendedor_26;21/05/2024
297;Cliente_297;PE;Petrolina;Norte;Empresarial;19/04/2024;TV + Fibra;199.9;Cancelado;29;Feminino;7008;Vendedor_1;
298;Cliente_298;CE;Juazeiro do Norte;Sul;Residencial;22/09/2024;Móvel Controle;49.9;Ativo;42;Feminino;6206;Vendedor_49;
299;Cliente_299;MG;Uberlândia;Centro-Oeste;Residencial;30/05/2022;TV + Fibra;199.9;Cancelado;23;Feminino;11345;Vendedor_19;
300;Cliente_300;DF;Brasília;Nordeste;Residencial;18/12/2022;Fibra 600MB;119.9;Cancelado;67;Feminino;12661;Vendedor_45;22/03/2024
301;Cliente_301;PE;Olinda;Norte;Residencial;18/03/2023;Móvel Pós;89.9;Ativo;66;Feminino;7286;Vendedor_12;
302;Cliente_302;PR;Curitiba;Sul;Empresarial;30/01/2023;Fibra 600MB;119.9;Cancelado;66;Masculino;17070;Vendedor_44;21/03/2023
303;Cliente_303;SP;São Paulo;Nordeste;Empresarial;06/01/2022;TV + Fibra;199.9;Cancelado;51;Masculino;15917;Vendedor_28;20/04/2022
304;Cliente_304;PE;Olinda;Sudeste;Residencial;18/06/2023;Fibra 1GB;159.9;Ativo;45;Feminino;8234;Vendedor_45;
305;Cliente_305;MG;Uberlândia;Nordeste;Residencial;08/08/2022;Móvel Controle;49.9;Ativo;42;Masculino;7222;Vendedor_38;
306;Cliente_306;SP;Santos;Sul;Residencial;20/05/2024;Móvel Pós;89.9;Ativo;35;Feminino;14246;Vendedor_31;
307;Cliente_307;BA;Vitória da Conquista;Centro-Oeste;Empresarial;12/01/2022;Móvel Pós;89.9;Ativo;64;Masculino;1758;Vendedor_13;
308;Cliente_308;PE;Petrolina;Sudeste;Residencial;05/03/2024;Fibra 300MB;89.9;Ativo;18;Masculino;6274;Vendedor_43;
309;Cliente_309;RS;Pelotas;Sudeste;Residencial;05/12/2023;Fibra 600MB;119.9;Cancelado;49;Outro;4386;Vendedor_11;
310;Cliente_310;SP;Santos;Sudeste;Residencial;03/04/2023;Móvel Pós;89.9;Ativo;46;Masculino;4967;Vendedor_12;
311;Cliente_311;MG;Belo Horizonte;Norte;Residencial;13/08/2022;Fibra 600MB;119.9;Ativo;37;Masculino;6889;Vendedor_23;
312;Cliente_312;RJ;Volta Redonda;Sul;Residencial;02/12/2022;Fibra 1GB;159.9;Ativo;63;Masculino;5493;Vendedor_47;
313;Cliente_313;DF;Brasília;Sudeste;Residencial;16/06/2022;Fibra 300MB;89.9;Ativo;30;Feminino;14254;Vendedor_29;
314;Cliente_314;GO;Aparecida de Goiânia;Nordeste;Residencial;13/05/2023;Fibra 1GB;159.9;Ativo;74;Masculino;9136;Vendedor_9;
315;Cliente_315;CE;Juazeiro do Norte;Centro-Oeste;Residencial;28/05/2022;Fibra 300MB;89.9;Ativo;29;Masculino;1928;Vendedor_14;
316;Cliente_316;GO;Goiânia;Sul;Residencial;05/02/2022;Fibra 300MB;89.9;Ativo;25;Feminino;12320;Vendedor_32;
317;Cliente_317;MG;Juiz de Fora;Nordeste;Residencial;16/09/2024;Fibra 600MB;119.9;Cancelado;56;Masculino;4670;Vendedor_3;04/11/2024
318;Cliente_318;PR;Maringá;Norte;Residencial;04/11/2022;TV + Fibra;199.9;Ativo;25;Feminino;19820;Vendedor_7;
319;Cliente_319;PR;Maringá;Sudeste;Empresarial;04/10/2023;Fibra 300MB;89.9;Ativo;35;Masculino;17467;Vendedor_6;
320;Cliente_320;RJ;Niterói;Nordeste;Residencial;28/08/2022;Fibra 1GB;159.9;Ativo;38;Masculino;5861;Vendedor_35;
321;Cliente_321;CE;Juazeiro do Norte;Sul;Empresarial;05/07/2024;TV + Fibra;199.9;Ativo;45;Feminino;8373;Vendedor_27;
322;Cliente_322;RS;Caxias do Sul;Nordeste;Residencial;23/06/2024;Fibra 1GB;159.9;Ativo;48;Masculino;13936;Vendedor_28;
323;Cliente_323;RJ;Volta Redonda;Norte;Residencial;05/05/2024;TV + Fibra;199.9;Ativo;32;Masculino;1626;Vendedor_23;
324;Cliente_324;GO;Anápolis;Centro-Oeste;Empresarial;31/10/2022;Fibra 1GB;159.9;Ativo;56;Feminino;10955;Vendedor_10;
325;Cliente_325;RJ;Volta Redonda;Sudeste;Empresarial;09/09/2023;Fibra 600MB;119.9;Ativo;50;Feminino;12018;Vendedor_17;
326;Cliente_326;GO;Goiânia;Sul;Residencial;08/07/2023;Fibra 600MB;119.9;Ativo;55;Feminino;8728;Vendedor_15;
327;Cliente_327;SP;Santos;Sudeste;Empresarial;05/02/2024;Móvel Controle;49.9;Ativo;40;Masculino;15189;Vendedor_14;
328;Cliente_328;PR;Londrina;Sudeste;Residencial;16/06/2024;Móvel Pós;89.9;Ativo;33;Feminino;19308;Vendedor_11;
329;Cliente_329;SP;São Paulo;Sudeste;Residencial;29/08/2024;Móvel Controle;49.9;Ativo;41;Masculino;8081;Vendedor_29;
330;Cliente_330;DF;Brasília;Nordeste;Residencial;14/07/2022;Móvel Controle;49.9;Ativo;38;Feminino;16394;Vendedor_18;
331;Cliente_331;CE;Sobral;Nordeste;Residencial;28/11/2024;Fibra 300MB;89.9;Ativo;63;Feminino;17540;Vendedor_26;
332;Cliente_332;RS;Porto Alegre;Centro-Oeste;Residencial;08/10/2023;Fibra 300MB;89.9;Cancelado;25;Feminino;5738;Vendedor_47;18/05/2024
333;Cliente_333;GO;Goiânia;Norte;Residencial;09/09/2022;Móvel Controle;49.9;Ativo;59;Masculino;18198;Vendedor_25;
334;Cliente_334;RS;Porto Alegre;Sul;Residencial;26/07/2022;Móvel Pós;89.9;Ativo;34;Masculino;15864;Vendedor_40;
335;Cliente_335;GO;Aparecida de Goiânia;Nordeste;Residencial;15/05/2023;Móvel Controle;49.9;Ativo;32;Feminino;16557;Vendedor_43;
336;Cliente_336;MG;Uberlândia;Sudeste;Governo;19/01/2022;Fibra 600MB;119.9;Ativo;31;Feminino;12365;Vendedor_1;
337;Cliente_337;RJ;Volta Redonda;Norte;Residencial;29/03/2024;Fibra 1GB;159.9;Ativo;37;Masculino;8211;Vendedor_3;
338;Cliente_338;DF;Brasília;Sul;Residencial;18/11/2023;Móvel Controle;49.9;Ativo;49;Feminino;10423;Vendedor_19;
339;Cliente_339;PR;Londrina;Sul;Empresarial;20/01/2022;Fibra 300MB;89.9;Ativo;28;Masculino;17374;Vendedor_11;
340;Cliente_340;GO;Aparecida de Goiânia;Sul;Residencial;24/03/2023;Móvel Pós;89.9;Ativo;55;Masculino;9192;Vendedor_28;
341;Cliente_341;RS;Pelotas;Sul;Residencial;09/01/2024;Fibra 300MB;89.9;Ativo;49;Feminino;10113;Vendedor_18;
342;Cliente_342;DF;Brasília;Centro-Oeste;Residencial;21/10/2022;Fibra 600MB;119.9;Ativo;21;Feminino;12577;Vendedor_46;
343;Cliente_343;BA;Vitória da Conquista;Sul;Residencial;06/03/2022;TV + Fibra;199.9;Ativo;46;Masculino;4326;Vendedor_14;
344;Cliente_344;BA;Feira de Santana;Norte;Empresarial;14/05/2023;Fibra 300MB;89.9;Ativo;22;Masculino;8050;Vendedor_13;
345;Cliente_345;SP;Santos;Nordeste;Residencial;17/03/2022;TV + Fibra;199.9;Ativo;60;Masculino;12236;Vendedor_19;
346;Cliente_346;PR;Curitiba;Norte;Residencial;19/06/2024;Fibra 300MB;89.9;Ativo;29;Feminino;8723;Vendedor_44;
347;Cliente_347;MG;Juiz de Fora;Sudeste;Residencial;27/09/2023;Móvel Pós;89.9;Ativo;60;Masculino;17772;Vendedor_32;
348;Cliente_348;RS;Porto Alegre;Centro-Oeste;Residencial;27/01/2022;TV + Fibra;199.9;Ativo;67;Masculino;4836;Vendedor_43;
349;Cliente_349;RJ;Niterói;Centro-Oeste;Residencial;11/11/2023;Móvel Pós;89.9;Ativo;56;Masculino;14934;Vendedor_33;
350;Cliente_350;RJ;Niterói;Sudeste;Residencial;24/03/2022;Fibra 300MB;89.9;Ativo;74;Masculino;11093;Vendedor_6;
351;Cliente_351;RS;Pelotas;Norte;Empresarial;01/05/2023;Fibra 300MB;89.9;Ativo;40;Feminino;5563;Vendedor_30;
352;Cliente_352;CE;Sobral;Norte;Empresarial;06/01/2022;Móvel Controle;49.9;Ativo;50;Masculino;13239;Vendedor_10;
353;Cliente_353;MG;Juiz de Fora;Sudeste;Residencial;26/08/2024;Fibra 600MB;119.9;Ativo;33;Masculino;12489;Vendedor_30;
354;Cliente_354;DF;Brasília;Sul;Residencial;03/01/2023;TV + Fibra;199.9;Ativo;67;Feminino;8746;Vendedor_9;
355;Cliente_355;GO;Goiânia;Sul;Governo;16/04/2023;Móvel Controle;49.9;Ativo;61;Feminino;5948;Vendedor_6;
356;Cliente_356;CE;Juazeiro do Norte;Nordeste;Residencial;20/11/2023;Móvel Pós;89.9;Cancelado;28;Masculino;12722;Vendedor_45;10/07/2024
357;Cliente_357;GO;Goiânia;Norte;Governo;05/01/2023;Móvel Controle;49.9;Ativo;25;Feminino;19127;Vendedor_6;
358;Cliente_358;GO;Goiânia;Norte;Empresarial;05/10/2022;Móvel Controle;49.9;Cancelado;50;Feminino;17290;Vendedor_20;08/09/2023
359;Cliente_359;CE;Sobral;Sudeste;Empresarial;06/12/2022;TV + Fibra;199.9;Ativo;65;Masculino;11582;Vendedor_17;
360;Cliente_360;SP;Santos;Sudeste;Residencial;25/03/2024;Fibra 300MB;89.9;Ativo;51;Feminino;10080;Vendedor_2;
361;Cliente_361;BA;Salvador;Sul;Residencial;06/09/2023;Fibra 300MB;89.9;Ativo;38;Masculino;6908;Vendedor_2;
362;Cliente_362;GO;Goiânia;Norte;Residencial;03/03/2024;TV + Fibra;199.9;Ativo;55;Outro;6779;Vendedor_10;
363;Cliente_363;CE;Sobral;Norte;Empresarial;26/08/2023;Fibra 600MB;119.9;Ativo;34;Feminino;5707;Vendedor_1;
364;Cliente_364;CE;Sobral;Centro-Oeste;Residencial;08/03/2022;Fibra 1GB;159.9;Ativo;66;Feminino;15819;Vendedor_34;
365;Cliente_365;PE;Recife;Nordeste;Empresarial;03/08/2022;Fibra 1GB;159.9;Ativo;51;Feminino;7574;Vendedor_47;
366;Cliente_366;SP;Santos;Nordeste;Residencial;20/02/2023;TV + Fibra;199.9;Ativo;68;Feminino;12989;Vendedor_36;
367;Cliente_367;PR;Maringá;Sul;Residencial;06/07/2023;TV + Fibra;199.9;Ativo;58;Masculino;9627;Vendedor_40;
368;Cliente_368;PE;Recife;Norte;Empresarial;25/07/2023;Móvel Controle;49.9;Ativo;20;Feminino;5130;Vendedor_20;
369;Cliente_369;PE;Recife;Centro-Oeste;Residencial;24/06/2023;Fibra 600MB;119.9;Ativo;41;Feminino;15460;Vendedor_32;
370;Cliente_370;RS;Caxias do Sul;Norte;Residencial;06/12/2024;Fibra 600MB;119.9;Cancelado;39;Masculino;12100;Vendedor_17;
371;Cliente_371;BA;Salvador;Sudeste;Residencial;27/04/2022;Móvel Pós;89.9;Ativo;27;Masculino;12926;Vendedor_39;
372;Cliente_372;CE;Sobral;Sul;Residencial;31/05/2022;Fibra 300MB;89.9;Ativo;22;Feminino;5642;Vendedor_22;
373;Cliente_373;BA;Salvador;Nordeste;Residencial;16/12/2024;TV + Fibra;199.9;Ativo;58;Masculino;12006;Vendedor_5;
374;Cliente_374;MG;Belo Horizonte;Norte;Residencial;10/09/2024;TV + Fibra;199.9;Cancelado;48;Feminino;14332;Vendedor_1;
375;Cliente_375;RS;Porto Alegre;Sul;Residencial;30/09/2024;TV + Fibra;199.9;Ativo;41;Masculino;19873;Vendedor_31;
376;Cliente_376;PR;Londrina;Nordeste;Empresarial;10/03/2023;TV + Fibra;199.9;Ativo;63;Feminino;5523;Vendedor_18;
